Query,Results,Title,Type,CreateDate
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,wemustnotallowacontraceptiongapplannedparenthoodscampaignfornewbirthcontrolandfeministhealthactivisminthe1990s,article,2019
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,isfreeearlychildhoodeducationasustainablesolutionevidencefromthecasestudyofnanjing,article,2022
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,chinaspensioncrisissystemreformsstartwithrelaxationofonechildpolicy,article,2013
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,chinasonechildpolicyapolicywithoutafuture,article,2014
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,birthcontrolsurveyresearchtechnicalbureaucratsandtheimaginingofjapanspopulation194560,article,2021
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,achievementsoftheiranianfamilyplanningprogrammes19562006,article,2012
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,littleemperorsandthe421generationchinassingletons,article,2009
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,interpersonalcomplaintsregardingcancercarethroughagenderlens,article,2016
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,abortionandtheenvironmentchinasonechildpolicyinmoyansfrogandmajiansthedarkroad,article,2019
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,therelationshipbetweeninequitablegendernormsandproviderattitudesandqualityofcareinmaternalhealthservicesinrwandaamixedmethodsstudy,article,2021
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,engenderingreproductivepolicyandpracticeinpeasantchinaforafeministdemographyofreproduction,article,1995
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,subreplacementfertilityinnationalpopulationscanitberaised,article,2015
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,conditionalcashtransferschemesinnigeriapotentialgainsformaternalandchildhealthserviceuptakeinanationalpilotprogramme,article,2014
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,usingamultistatelearningcommunityasanimplementationstrategyforimmediatepostpartumlongactingreversiblecontraception,article,2017
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,neonatalmortalityintheurbanandruralchinabetween1996and2013aretrospectivestudy,article,2016
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,unmarriedcoparentinginthecontextofpovertyunderstandingtherelationshipbetweenstressfamilyresourcemanagementandresilience,article,2017
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,qualitycareduringlabourandbirthamulticountryanalysisofhealthsystembottlenecksandpotentialsolutions,article,2015
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,wallslogansthecommunicationofchinasfamilyplanningpolicyinruralareas,article,2018
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,influencesonseekingacontraceptivemethodamongadolescentwomeninthreecitiesinnigeria,article,2020
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,whatcanbedonetoreducetheprevalenceofteenpregnancyinruraleasternugandamultistakeholderperceptions,article,2020
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,theroleofpartnersinpromotingselfcareformisoprostolandsubcutaneousdmpainpakistan,article,2021
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,interventionstrategiestoimprovenutritionandhealthbehavioursbeforeconception,article,2018
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,bracingforanuncertainfutureacasestudyofnewcopingstrategiesofruralparentsunderchinasbirthcontrolpolicy,article,2005
Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,7503,whydotheywantotherstosufferthesamepaintheyhaveenduredweibodebatesaboutpainreliefduringchildbirthinneononliberalchina,article,2022
Cold War Roots of Contemporary Division,25852,protestantspeaceandtheapocalypsetheussrsreligiouscoldwar194762,article,2018
Cold War Roots of Contemporary Division,25852,itwasnetworkingallnetworkingtheirishrepublicanmovementssurvivalincoldwaramerica,article,2021
Cold War Roots of Contemporary Division,25852,coldwartelevisiondiplomacythegermandemocraticrepubliconfinnishtelevision,article,2020
Cold War Roots of Contemporary Division,25852,businessresponsibilitiesinadividedworldthecoldwarrootsofthecorporatesocialresponsibilitymovement,article,2008
Cold War Roots of Contemporary Division,25852,coldwarbooksgeorgemindenandhisfieldworkers19731990,article,2020
Cold War Roots of Contemporary Division,25852,debunkingthemythoftheentrepreneurthroughnarrativeinthecontemporarysouthasiannovel,article,2020
Cold War Roots of Contemporary Division,25852,coldwarchillyclimateexploringtherootsofgendereddiscourseinorganizationandmanagementtheory,article,2006
Cold War Roots of Contemporary Division,25852,thetroublewithramsireexaminingtherootsofconflictinsolomonislands,article,2007
Cold War Roots of Contemporary Division,25852,theintellectualrootsofguerreroscoldwarrebellion,article,2012
Cold War Roots of Contemporary Division,25852,jamesewebbtechnocracyandthenewdealrootsofspaceagemanagement,article,2017
Cold War Roots of Contemporary Division,25852,easterneuropeasalaboratoryforeconomicknowledgethetransnationalrootsofneoliberalism,article,2002
Cold War Roots of Contemporary Division,25852,betweendialogueanddenunciationtheworldcouncilofchurchesreligiousfreedomandhumanrightsduringthecoldwar,article,2022
Cold War Roots of Contemporary Division,25852,bigmamathorntonlittlerichardandthequeerrootsofrocknroll,article,2018
Cold War Roots of Contemporary Division,25852,forgingmarxistpsychologyinchinascoldwargeopolitics19491965,article,2019
Cold War Roots of Contemporary Division,25852,religiousrootsandchristiancriticschristianreactionstogrowingsocialresponsibilitiesinnorwayafterthesecondworldwar,article,2012
Cold War Roots of Contemporary Division,25852,chinesesocietyamidmaosgreatproletarianculturalrevolutiontherootsandnatureofthetragedy,article,2019
Cold War Roots of Contemporary Division,25852,americanworldvisionsofvulnerabilitythesacredthesecularandrootsofevangelicalamericanaid,article,2018
Cold War Roots of Contemporary Division,25852,measuringturkeyscontemporaryinfluenceinbosniaandherzegovinamythandreality,article,2022
Cold War Roots of Contemporary Division,25852,travellingtheoryanditsconsequencesjosortegaygassetandradicalconservatisminpostcoldwarjapan,article,2021
Cold War Roots of Contemporary Division,25852,introductioncontemporaryeuropeanhistoriansonbrexit,article,2019
Cold War Roots of Contemporary Division,25852,theullsteinspirittheullsteinpublishinghousetheendoftheweimarrepublicandthemakingofcoldwargermanidentity192577,article,2018
Cold War Roots of Contemporary Division,25852,onthephilosophicalrootsoftodayssciencepolicyanylessonsfromthelysenkoaffair,article,2015
Cold War Roots of Contemporary Division,25852,catholicismandeuropeanpoliticsintroducingcontemporarydynamics,article,2021
Cold War Roots of Contemporary Division,25852,afterthefallthecoldwaropticsofkoreannationaldivisiononviewinjapan,article,2022
Cold War Roots of Contemporary Division,25852,globalperspectivesonsciencediplomacyexploringthediplomacyknowledgenexusincontemporaryhistoriesofscience,article,2021
Cold War Roots of Contemporary Division,25852,islamophobiaclashofcivilizationsandforgingapostcoldwarorder,article,2018
Cold War Roots of Contemporary Division,25852,makingnewhistorycontemporaryartandthetemporalorientationsofclimatechangeinoceania,article,2021
Cold War Roots of Contemporary Division,25852,thecontemporarynovelandtheglobalsouthrelationrecognitionandtheutopianimpulse,article,2021
Cold War Roots of Contemporary Division,25852,nuclearweaponfreezonesandcontemporaryarmscontrol,article,2020
Cold War Roots of Contemporary Division,25852,pursuingpostdemocratisationtheresilienceofpoliticsbypublicsecurityincontemporarysouthkorea,article,2016
Cold War Roots of Contemporary Division,25852,ambiguitiesofradicalismafterinsurgentsbecomerulersconflictingpressuresonrevolutionarystatepowerinwesternsaharasliberationmovement,article,2020
Cold War Roots of Contemporary Division,25852,businessresponsibilitiesinadividedworldthecoldwarrootsofthecorporatesocialresponsibilitymovement,article,2008
Cold War Roots of Contemporary Division,25852,theconflictinukraineandcontemporaryimperialism,article,2016
Cold War Roots of Contemporary Division,25852,thevarietiesofsecularexperience,article,2010
Cold War Roots of Contemporary Division,25852,apeacethatisnopeacethecoldwarascontemporaryhistory,article,2010
Cold War Roots of Contemporary Division,25852,thecreationofasocialproblemyouthculturedrugsandpoliticsincoldwarargentina,article,2015
Cold War Roots of Contemporary Division,25852,thewestandcontemporarypeaceoperations,article,2009
Cold War Roots of Contemporary Division,25852,singingbetweentwoworldslinjaldatiandyiddishmusicincoldwareuropeanddividedberlin19451953,article,2021
Cold War Roots of Contemporary Division,25852,exploringasiaunderstandingthehistoricrootsofregionalcontemporarychallenges,article,2013
Cold War Roots of Contemporary Division,25852,wilsonianrenormalizationinthe1970slabormarketsgeopoliticsandtheriseofanewtheory,article,2021
Cold War Roots of Contemporary Division,25852,geostrategicpremisesforcontemporaryconflicts,article,2015
Cold War Roots of Contemporary Division,25852,thetrinationalcoalitionindefenseofpubliceducationandthechallengesofinternationalteachersolidarity,article,2020
Cold War Roots of Contemporary Division,25852,mosseslegacymythsandideologiesincoldwareurope,article,2021
Cold War Roots of Contemporary Division,25852,whosejewishnessinbaldancetheaterandcoldwaramericanspectatorship,article,2020
Cold War Roots of Contemporary Division,25852,legaciesofthecoldwarineastandsoutheastasiaanintroduction,article,2020
Cold War Roots of Contemporary Division,25852,whokilleddtentethesuperpowersandthecoldwarinthemiddleeast196977,article,2020
Cold War Roots of Contemporary Division,25852,aculturalcoldwarlekratheleftandtheartsinwestjavaindonesia195165,article,2020
Cold War Roots of Contemporary Division,25852,therootsofrussianconduct,article,2009
Cold War Roots of Contemporary Division,25852,theproductionofhumansecurityinpremodernandcontemporaryhistory,article,2010
Cold War Roots of Contemporary Division,25852,legaciesofthecoldwarinmalaysiaanythingbutcommunism,article,2020
The similarities with Covid-19 and the Spanish influenza are still live today,116,fightingthewaragainstcovid19viacellbasedregenerativemedicinelessonslearnedfrom1918spanishfluandotherpreviouspandemics,article,2020
The similarities with Covid-19 and the Spanish influenza are still live today,116,acentenarytaleoftwopandemicsthe1918influenzapandemicandcovid19partii,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,reconsideringthe191819influenzapandemicintheageofcovid19,article,2020
The similarities with Covid-19 and the Spanish influenza are still live today,116,understandingthepresentthroughthepastacomparisonofspanishnewscoverageofthe1918fluandcovid19pandemics,article,2022
The similarities with Covid-19 and the Spanish influenza are still live today,116,comparingthespanishfluandcovid19pandemicslessonstocarryforward,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,ataleoftwopandemicstheimpactofspanishfluandcovid19onreligiousobservance,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,covid19inlightofseasonalrespiratoryinfections,article,2020
The similarities with Covid-19 and the Spanish influenza are still live today,116,fromimpossibletopossiblethelessonsfromthecontrolofrecentcovid19outbreaksinchina,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,theimpactofpandemicsrevisingthespanishfluinitalyinlightofmodelspredictionsandsomelessonsforthecovid19pandemic,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,disasterresponsefeasibilitypovertyandinequalityassourcesofcommunityfragilityduringcovid19lockdowninzimbabwe,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,covid19treatmentguidelinesdotheyreallyreflectbestmedicalpracticestomanagethepandemic,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,theimpactofcovid19onsupplydecisionmakersthecaseofpersonalprotectiveequipmentinspanishhospitals,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,anewfuzzyfucomqfdapproachforevaluatingstrategiestoenhancetheresilienceofthehealthcaresectortocombatthecovid19pandemic,article,2022
The similarities with Covid-19 and the Spanish influenza are still live today,116,scienceeducationinthelightofcovid19thecontributionofhistoryphilosophyandsociologyofscience,article,2020
The similarities with Covid-19 and the Spanish influenza are still live today,116,covid19andmesenchymalstemcelltreatmentmysteryornot,article,2020
The similarities with Covid-19 and the Spanish influenza are still live today,116,covid19factsfiguresestimatedrelationshipsandanalysis,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,ontheconstitutionalityofhardstateborderclosuresinresponsetothecovid19pandemic,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,pandemicpatternshowartisticdepictionsofpastepidemicsilluminatethematicandstructuralresponsestocovid19today,article,2022
The similarities with Covid-19 and the Spanish influenza are still live today,116,covid19andthecivilizingprocess,article,2020
The similarities with Covid-19 and the Spanish influenza are still live today,116,valuingmobilityinapostcovid19world,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,vaccinesagainstcovid19areview,article,2022
The similarities with Covid-19 and the Spanish influenza are still live today,116,covid19andpediatricasthmaclinicalandmanagementchallenges,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,smallextracellularvesiclesandcovid19usingthetrojanhorsetotacklethegiant,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,dynamictopicmodelingoftwitterdataduringthecovid19pandemic,article,2022
The similarities with Covid-19 and the Spanish influenza are still live today,116,identificationanddevelopmentoftherapeuticsforcovid19,article,2021
The similarities with Covid-19 and the Spanish influenza are still live today,116,reviewoncovid19etiopathogenesisclinicalpresentationandtreatmentavailablewithemphasisonace2,article,2021
